ID,tipo_producto,temp_idx,Sex,inception_date,birth_date,sum_insured,tariff_grp,country,reins_name,annual_prem,prem_frecuency,comission_precentage
2997,Temporal,3,Male,13/11/2023,26/04/1950,525797,9,Brasil,Lloyds,8566.91,Semestral,19.1
2998,Temporal,1,Female,18/07/2022,23/04/1965,920216,1,Brasil,Swiss Re,27116.05,Anual,16.1
2999,Vitalicio,,Male,10/02/2021,09/11/1954,535384,8,Chile,Hannover Re,6101.18,Semestral,24.4
3000,Vitalicio,,Male,19/03/2021,23/05/1957,684426,4,Ecuador,Munich Re,28072.93,Semestral,20.5
3001,Temporal,3,Female,10/06/2021,19/10/1986,96027,6,Argentina,Hannover Re,17433.33,Anual,8.2
3002,Vitalicio,,Female,02/09/2024,29/03/1957,928804,10,Mexico,Everest Re,44997.75,Anual,10.8
3003,Vitalicio,,Male,15/05/2022,15/01/1954,125594,7,Brasil,Lloyds,22952.19,Mensual,15
3004,Temporal,2,Female,19/03/2023,30/06/1955,674985,4,Uruguay,Swiss Re,38099.4,Semestral,20.1
3005,Temporal,1,Male,07/06/2020,12/12/1974,298509,2,Uruguay,Everest Re,11054.49,Semestral,14.6
3006,Temporal,1,Male,15/05/2020,02/05/1958,857627,1,Argentina,Munich Re,30191.84,Semestral,6.5
3007,Temporal,4,Female,27/09/2022,08/02/1972,433258,9,Ecuador,Swiss Re,7903.32,Trimestral,14.4
3008,Temporal,2,Male,09/08/2020,13/12/1985,736295,3,Chile,SCOR,49973.13,Semestral,16.9
3009,Vitalicio,,Female,14/02/2022,30/07/1972,839409,1,Peru,Hannover Re,21399.53,Trimestral,7.9
3010,Vitalicio,,Female,11/10/2024,01/10/1977,82742,5,Ecuador,Hannover Re,42371.43,Anual,16.4
3011,Temporal,5,Female,05/07/2020,11/06/1978,461527,2,Colombia,Berkshire Re,5666.46,Trimestral,23.9
3012,Temporal,1,Male,25/06/2024,20/03/1955,46973,3,Peru,Berkshire Re,21978.09,Semestral,5.8
3013,Temporal,1,Male,12/12/2021,26/01/1967,795882,2,Colombia,Everest Re,15849.9,Trimestral,14.7
3014,Temporal,1,Female,03/08/2024,26/03/1964,340749,4,Brasil,SCOR,37178.8,Trimestral,16.7
3015,Vitalicio,,Male,08/06/2021,17/05/1954,720474,8,Peru,Partner Re,30350.22,Semestral,8.1
3016,Vitalicio,,Female,10/01/2023,30/01/1975,439689,1,Ecuador,Hannover Re,24284.61,Mensual,16.8
3017,Vitalicio,,Male,25/05/2020,02/09/1988,584084,3,Uruguay,Swiss Re,39182.25,Semestral,8.8
3018,Temporal,2,Female,04/05/2023,22/06/1953,908440,6,Peru,Hannover Re,43298.95,Mensual,10.1
3019,Temporal,1,Male,19/04/2021,23/04/1979,340950,7,Uruguay,Partner Re,5028,Trimestral,20.4
3020,Vitalicio,,Female,18/12/2024,09/01/1975,397428,8,Brasil,Partner Re,23027.25,Trimestral,5
3021,Temporal,5,Female,08/07/2022,03/08/1977,329598,6,Chile,Hannover Re,42252.1,Mensual,18.4
3022,Temporal,3,Female,22/09/2024,28/06/1951,981862,1,Ecuador,Berkshire Re,49442.26,Trimestral,22.9
3023,Temporal,1,Male,16/06/2023,08/06/1979,593334,9,Colombia,Hannover Re,16590.47,Anual,10.1
3024,Vitalicio,,Female,08/11/2022,14/03/1960,466406,9,Brasil,SCOR,6190.51,Trimestral,9.1
3025,Temporal,3,Female,08/05/2020,27/12/1977,740809,9,Argentina,Munich Re,11344.87,Semestral,17.1
3026,Vitalicio,,Female,18/03/2024,07/07/1971,636454,1,Brasil,Berkshire Re,7019.34,Semestral,21.8
3027,Temporal,1,Female,27/04/2023,20/03/1962,525188,6,Brasil,Munich Re,9763.24,Anual,11.7
3028,Vitalicio,,Male,26/09/2020,11/09/1967,900296,8,Brasil,Hannover Re,37395.18,Trimestral,9.9
3029,Temporal,5,Male,08/04/2024,09/11/1956,594667,4,Colombia,Lloyds,46183.82,Mensual,18.2
3030,Temporal,1,Female,30/01/2023,29/03/1963,345157,5,Brasil,Hannover Re,44243.03,Mensual,16.6
3031,Temporal,2,Female,19/03/2023,14/10/1986,481996,8,Colombia,SCOR,5621.03,Semestral,21
3032,Temporal,1,Male,08/10/2022,14/05/1970,615641,3,Uruguay,Everest Re,4725.88,Anual,21.1
3033,Vitalicio,,Female,01/05/2022,17/06/1951,84332,8,Colombia,Partner Re,18169.74,Semestral,23.3
3034,Temporal,3,Female,06/10/2024,31/10/1952,217569,3,Argentina,Hannover Re,31507.78,Mensual,17.9
3035,Temporal,2,Female,05/11/2023,14/08/1987,980633,8,Colombia,Berkshire Re,17961.12,Mensual,13.5
3036,Temporal,2,Male,04/06/2024,14/07/1990,702477,1,Peru,Swiss Re,5926.33,Anual,13
3037,Vitalicio,,Female,18/01/2021,21/08/1971,246840,10,Peru,Lloyds,3952.5,Mensual,14.4
3038,Vitalicio,,Female,02/05/2024,30/12/1953,849999,7,Chile,Hannover Re,10075.29,Mensual,21.9
3039,Vitalicio,,Female,06/04/2022,10/03/1972,602660,6,Colombia,SCOR,11978.32,Trimestral,14.4
3040,Temporal,1,Male,04/12/2021,22/11/1987,269615,2,Brasil,Hannover Re,22295.74,Semestral,10.5
3041,Temporal,2,Female,22/05/2024,22/04/1987,811780,10,Colombia,SCOR,26574.28,Trimestral,9.8
3042,Temporal,1,Female,04/07/2021,21/08/1950,153133,5,Colombia,Lloyds,40006.31,Mensual,21.7
3043,Vitalicio,,Male,23/09/2024,18/07/1981,379143,10,Colombia,Lloyds,1660.87,Mensual,15.8
3044,Temporal,4,Male,15/03/2020,07/10/1952,190975,3,Uruguay,Hannover Re,42292.45,Mensual,21.4
3045,Temporal,2,Female,20/05/2022,17/05/1984,703004,7,Argentina,Munich Re,11878.75,Semestral,8
3046,Vitalicio,,Male,06/07/2021,25/11/1955,799749,5,Peru,Swiss Re,19733.12,Semestral,15.3
3047,Temporal,2,Female,25/12/2021,18/04/1962,693742,1,Ecuador,Swiss Re,43449.3,Semestral,24.9
3048,Temporal,2,Female,22/10/2022,07/08/1989,746010,5,Brasil,SCOR,23365.26,Trimestral,19.8
3049,Temporal,5,Male,06/02/2023,11/01/1968,849695,9,Mexico,Everest Re,929.07,Mensual,15.7
3050,Vitalicio,,Male,29/01/2024,07/12/1976,401917,7,Uruguay,Lloyds,7248.96,Anual,21.8
3051,Temporal,2,Male,04/08/2024,31/12/1960,406946,2,Peru,Swiss Re,860.94,Semestral,24.7
3052,Vitalicio,,Male,09/03/2020,25/01/1954,842126,4,Chile,Partner Re,7832.63,Anual,18
3053,Vitalicio,,Male,04/12/2021,06/12/1981,293122,8,Ecuador,Everest Re,1064.4,Semestral,23.1
3054,Vitalicio,,Male,12/09/2024,18/11/1963,398170,8,Uruguay,Hannover Re,9531.08,Trimestral,7.9
3055,Vitalicio,,Male,11/09/2023,30/01/1982,234052,6,Peru,SCOR,41359.95,Trimestral,5
3056,Vitalicio,,Male,12/07/2020,27/07/1958,582154,7,Brasil,Swiss Re,33052.58,Mensual,9.3
3057,Temporal,1,Male,17/02/2023,12/05/1981,987616,8,Argentina,Munich Re,17475.01,Anual,21
3058,Temporal,2,Female,31/07/2023,30/12/1985,309787,6,Chile,Hannover Re,46770.44,Trimestral,13.3
3059,Temporal,2,Female,19/04/2024,23/03/1970,280032,9,Uruguay,Partner Re,31533.89,Anual,13.7
3060,Temporal,4,Male,07/10/2024,20/11/1956,996681,9,Chile,Berkshire Re,25022.27,Semestral,19.1
3061,Vitalicio,,Male,26/06/2022,17/03/1954,147141,10,Chile,Swiss Re,12893.38,Trimestral,22.5
3062,Vitalicio,,Female,27/03/2024,10/05/1951,14408,10,Brasil,Hannover Re,33219.65,Trimestral,14.1
3063,Vitalicio,,Female,20/01/2021,22/05/1960,182532,1,Peru,Partner Re,12655.2,Semestral,16.5
3064,Vitalicio,,Female,18/06/2020,24/09/1955,652282,6,Colombia,Everest Re,6216.64,Semestral,18
3065,Vitalicio,,Male,10/06/2023,01/12/1956,367894,3,Chile,Hannover Re,25167.81,Mensual,5.5
3066,Vitalicio,,Female,23/03/2023,13/09/1986,728136,6,Argentina,Swiss Re,8339.48,Semestral,13.9
3067,Vitalicio,,Female,12/07/2022,13/12/1988,835598,10,Peru,Lloyds,17037.56,Trimestral,8.3
3068,Temporal,4,Male,25/07/2020,07/11/1989,26539,3,Peru,Partner Re,23843.17,Trimestral,18.7
3069,Temporal,4,Female,14/03/2024,30/07/1954,847024,6,Peru,Swiss Re,46023.01,Semestral,10.7
3070,Vitalicio,,Male,24/10/2020,31/05/1973,805510,10,Colombia,Munich Re,10585.89,Mensual,21.4
3071,Vitalicio,,Female,01/03/2022,08/04/1956,880590,1,Peru,Everest Re,693.69,Semestral,24.9
3072,Vitalicio,,Female,01/03/2021,09/11/1983,864081,10,Chile,Lloyds,20615.72,Trimestral,14
3073,Vitalicio,,Female,02/11/2020,21/02/1959,855282,2,Ecuador,Hannover Re,34681.65,Trimestral,8
3074,Vitalicio,,Female,02/03/2023,02/02/1960,829740,3,Chile,Swiss Re,40256.83,Semestral,9.9
3075,Vitalicio,,Female,12/09/2023,24/08/1973,931965,9,Argentina,Partner Re,44558.02,Anual,22.9
3076,Vitalicio,,Male,01/06/2022,22/09/1982,364658,10,Brasil,Berkshire Re,18267.18,Semestral,16.8
3077,Vitalicio,,Female,31/07/2021,10/12/1978,253407,1,Brasil,Swiss Re,29888.44,Mensual,20.2
3078,Temporal,4,Female,31/05/2021,14/02/1989,677818,5,Brasil,Swiss Re,47779.86,Trimestral,6.7
3079,Vitalicio,,Female,23/01/2020,20/12/1968,889588,4,Peru,Everest Re,21358.92,Anual,18
3080,Vitalicio,,Female,05/05/2021,26/06/1959,829153,2,Ecuador,Hannover Re,1545.16,Trimestral,24.1
3081,Temporal,3,Male,10/06/2023,01/05/1951,149028,1,Uruguay,Partner Re,34436.76,Anual,15.3
3082,Temporal,1,Female,13/02/2021,10/11/1951,79254,2,Colombia,Partner Re,2756.11,Trimestral,21.6
3083,Temporal,3,Female,06/01/2022,30/08/1954,204627,6,Ecuador,Berkshire Re,46802.39,Anual,7.7
3084,Temporal,5,Male,18/11/2021,21/03/1985,611593,2,Colombia,Hannover Re,46614.7,Anual,21.4
3085,Temporal,2,Female,24/11/2020,05/06/1982,830396,4,Uruguay,Hannover Re,14001.11,Trimestral,22.1
3086,Temporal,1,Male,03/03/2020,06/06/1973,651444,4,Colombia,Hannover Re,18897.21,Anual,20.4
3087,Vitalicio,,Male,08/04/2024,10/05/1953,639165,3,Uruguay,Hannover Re,19827.95,Semestral,15.1
3088,Vitalicio,,Male,07/03/2021,23/05/1985,565145,4,Chile,Swiss Re,25430.22,Semestral,9.1
3089,Temporal,5,Female,12/12/2020,29/09/1962,648219,6,Brasil,Lloyds,19342.8,Mensual,8.2
3090,Vitalicio,,Female,26/07/2022,28/05/1987,589005,8,Chile,Everest Re,13492.31,Semestral,13.8
3091,Vitalicio,,Male,17/02/2021,24/07/1962,159300,8,Uruguay,Everest Re,15044.17,Trimestral,8.6
3092,Vitalicio,,Female,24/11/2021,23/10/1953,718936,9,Chile,Everest Re,31376.99,Mensual,22.5
3093,Vitalicio,,Male,30/10/2024,04/09/1959,613474,7,Brasil,Partner Re,27194.45,Mensual,15.6
3094,Temporal,1,Male,31/05/2021,17/07/1956,957654,8,Colombia,SCOR,36904.46,Mensual,19.2
3095,Vitalicio,,Female,09/11/2024,27/12/1968,652799,10,Ecuador,Partner Re,49994.09,Trimestral,16.1
3096,Temporal,3,Male,15/04/2023,09/01/1951,373104,2,Ecuador,Munich Re,48972.3,Trimestral,12.9
3097,Temporal,3,Female,21/07/2020,05/10/1989,597128,2,Peru,Partner Re,6240.77,Trimestral,22.9
3098,Vitalicio,,Male,12/03/2023,28/02/1969,411404,2,Chile,Everest Re,34218.46,Semestral,13.3
3099,Vitalicio,,Male,01/07/2021,15/03/1970,550730,4,Mexico,Everest Re,35096.2,Semestral,23
3100,Vitalicio,,Male,24/08/2021,29/04/1985,765336,7,Peru,Munich Re,35972.84,Anual,21.9
3101,Temporal,5,Male,12/03/2023,05/06/1980,493467,2,Uruguay,SCOR,26990.41,Mensual,15.2
3102,Vitalicio,,Male,14/08/2020,08/03/1950,91060,6,Brasil,Hannover Re,40401.73,Semestral,17.5
3103,Vitalicio,,Male,07/09/2020,15/05/1975,451077,6,Mexico,Swiss Re,45051.97,Anual,10.1
3104,Temporal,5,Female,10/04/2023,10/10/1981,262031,5,Mexico,SCOR,33036.63,Mensual,8.6
3105,Temporal,4,Female,17/04/2023,31/03/1968,468158,6,Mexico,Lloyds,47681.6,Trimestral,15.9
3106,Temporal,5,Male,05/06/2022,10/10/1987,299307,8,Brasil,Partner Re,45448.31,Anual,7.9
3107,Vitalicio,,Male,02/02/2023,11/02/1956,251807,6,Ecuador,Lloyds,45145.64,Trimestral,24.2
3108,Vitalicio,,Male,03/09/2024,02/10/1958,967451,10,Mexico,Munich Re,23632.29,Mensual,10.7
3109,Temporal,3,Female,21/07/2023,15/12/1957,387968,2,Brasil,Lloyds,29764.87,Semestral,20
3110,Temporal,4,Male,09/02/2020,05/12/1961,111782,3,Uruguay,Everest Re,30815.31,Trimestral,24.6
3111,Temporal,4,Male,24/11/2023,06/08/1965,517794,5,Mexico,Munich Re,41354.28,Mensual,16
3112,Temporal,4,Male,10/06/2023,08/05/1957,113457,3,Colombia,Everest Re,21505.73,Anual,9.6
3113,Vitalicio,,Female,27/08/2021,14/10/1986,753056,7,Mexico,Munich Re,9670.43,Anual,22.8
3114,Temporal,5,Female,27/12/2021,20/03/1982,127745,3,Argentina,Munich Re,12738.13,Anual,15.9
3115,Temporal,4,Female,06/09/2021,27/01/1975,597598,8,Colombia,Hannover Re,10541.94,Mensual,17.5
3116,Vitalicio,,Male,28/07/2021,30/12/1961,76744,2,Argentina,SCOR,18161.2,Trimestral,19.3
3117,Vitalicio,,Female,02/08/2021,02/07/1986,588768,10,Argentina,Swiss Re,9179.18,Mensual,9.3
3118,Temporal,5,Male,06/12/2020,21/01/1985,163801,2,Argentina,Lloyds,35606.93,Semestral,12
3119,Vitalicio,,Male,24/08/2023,24/01/1964,518637,1,Mexico,Partner Re,13396.23,Mensual,7.3
3120,Vitalicio,,Male,31/07/2021,16/07/1974,372705,4,Uruguay,Partner Re,32754.02,Trimestral,18.8
3121,Temporal,3,Male,06/05/2024,27/10/1954,622622,9,Ecuador,Lloyds,9893.82,Anual,20.6
3122,Vitalicio,,Female,07/08/2024,24/06/1985,235286,10,Argentina,Hannover Re,40938.71,Mensual,14.3
3123,Temporal,5,Male,23/08/2021,13/12/1951,96821,10,Peru,Partner Re,43485.54,Anual,7.9
3124,Temporal,1,Male,15/03/2023,17/04/1974,994501,10,Brasil,Munich Re,48408.29,Semestral,14.1
3125,Vitalicio,,Male,07/12/2023,26/11/1952,99811,7,Ecuador,Swiss Re,45182.09,Trimestral,14.4
3126,Temporal,1,Male,24/07/2024,18/10/1970,930026,9,Uruguay,Berkshire Re,36978.62,Mensual,13.4
3127,Temporal,2,Female,18/08/2021,10/04/1963,711424,8,Ecuador,Hannover Re,18106.53,Anual,13.4
3128,Temporal,1,Female,14/12/2024,25/04/1988,411009,9,Peru,Munich Re,3097.32,Anual,16.5
3129,Vitalicio,,Female,09/09/2023,31/05/1968,218062,10,Mexico,Berkshire Re,24941.63,Mensual,18.4
3130,Temporal,1,Male,14/09/2024,04/09/1974,373685,6,Argentina,Swiss Re,29512.45,Trimestral,22.8
3131,Temporal,2,Female,04/09/2023,08/03/1960,156983,3,Peru,Everest Re,24450.88,Mensual,16.7
3132,Vitalicio,,Male,14/12/2023,11/10/1965,121143,2,Chile,SCOR,24844.52,Semestral,9.1
3133,Vitalicio,,Female,23/05/2023,25/10/1988,516571,6,Chile,Partner Re,26918.81,Mensual,7.4
3134,Vitalicio,,Male,06/09/2022,29/03/1953,764157,5,Argentina,Everest Re,27676.95,Anual,10.9
3135,Temporal,4,Male,30/04/2024,16/11/1970,793661,5,Mexico,Partner Re,38252.81,Mensual,11.8
3136,Temporal,5,Female,19/04/2024,09/04/1976,614251,10,Chile,Everest Re,4462.95,Mensual,6.7
3137,Vitalicio,,Female,29/11/2024,31/05/1984,57239,10,Brasil,Berkshire Re,24294.04,Semestral,12.1
3138,Vitalicio,,Female,08/10/2020,27/08/1965,548544,9,Chile,SCOR,4155.29,Trimestral,23.4
3139,Vitalicio,,Female,28/03/2024,28/11/1987,966260,3,Uruguay,Swiss Re,49072.52,Anual,16.4
3140,Vitalicio,,Female,20/04/2020,29/10/1982,92975,4,Uruguay,Swiss Re,21640.8,Anual,6.9
3141,Vitalicio,,Male,06/11/2022,30/03/1975,832694,6,Argentina,Munich Re,32373.67,Semestral,13.4
3142,Temporal,3,Male,01/12/2020,26/02/1968,558326,1,Chile,Berkshire Re,3051.94,Mensual,13.7
3143,Temporal,5,Female,05/12/2021,06/06/1985,365969,9,Peru,Munich Re,33082.18,Semestral,13
3144,Temporal,5,Female,26/12/2021,18/07/1964,877985,10,Chile,Munich Re,27036.45,Semestral,6.4
3145,Vitalicio,,Male,06/01/2024,20/06/1972,197347,6,Ecuador,Everest Re,48259.67,Semestral,7.8
3146,Vitalicio,,Male,13/02/2021,06/05/1962,768564,10,Argentina,Swiss Re,9862.74,Anual,7.6
3147,Temporal,2,Female,19/08/2023,24/04/1975,86664,7,Brasil,Munich Re,13660.92,Trimestral,14.6
3148,Temporal,1,Male,06/11/2020,21/05/1959,887569,6,Brasil,Everest Re,28852.61,Semestral,6.1
3149,Vitalicio,,Female,30/09/2020,24/10/1959,632858,3,Colombia,Swiss Re,7675.04,Anual,17.2
3150,Vitalicio,,Female,23/10/2020,06/06/1953,445509,10,Argentina,Hannover Re,15394.21,Anual,8.1
3151,Vitalicio,,Male,23/07/2020,08/03/1966,340149,10,Colombia,Lloyds,15285.27,Anual,5.9
3152,Temporal,5,Female,19/01/2023,21/09/1956,781020,8,Mexico,SCOR,16073.21,Trimestral,21.1
3153,Vitalicio,,Male,18/11/2021,01/01/1990,769150,6,Ecuador,Swiss Re,17161.66,Anual,9.3
3154,Temporal,2,Male,13/03/2023,25/10/1964,140864,8,Mexico,Everest Re,28625.35,Trimestral,19.7
3155,Temporal,3,Female,22/01/2021,12/06/1966,290842,7,Chile,Swiss Re,41864.87,Anual,17.5
3156,Temporal,2,Male,30/12/2020,29/01/1979,700706,9,Chile,Swiss Re,14299.89,Semestral,12.5
3157,Vitalicio,,Male,24/06/2021,03/06/1974,93061,5,Uruguay,Lloyds,23869.66,Trimestral,24.9
3158,Temporal,5,Female,24/01/2021,02/09/1986,781351,7,Mexico,Hannover Re,3183.27,Mensual,15.6
3159,Vitalicio,,Male,27/01/2020,02/12/1986,612562,1,Argentina,Everest Re,30551.91,Trimestral,20.9
3160,Vitalicio,,Female,29/10/2022,15/07/1972,381648,2,Peru,Everest Re,29084.56,Trimestral,5.5
3161,Vitalicio,,Male,18/03/2020,22/09/1963,226849,1,Brasil,Partner Re,4891.7,Trimestral,11.9
3162,Vitalicio,,Male,01/10/2022,26/02/1973,69206,10,Brasil,Partner Re,512.75,Anual,14.9
3163,Temporal,5,Female,25/09/2022,15/01/1972,550837,1,Uruguay,Swiss Re,37088.39,Semestral,8.7
3164,Vitalicio,,Female,04/03/2024,25/10/1960,302960,10,Mexico,Everest Re,12791.94,Semestral,5.1
3165,Vitalicio,,Female,12/04/2023,22/10/1987,38888,6,Uruguay,SCOR,3926.75,Mensual,18
3166,Vitalicio,,Female,03/10/2024,14/02/1953,778748,10,Colombia,Munich Re,35703.91,Trimestral,22.9
3167,Temporal,2,Male,03/06/2020,23/01/1987,166608,7,Uruguay,SCOR,49542.54,Mensual,21.5
3168,Vitalicio,,Male,08/05/2023,07/07/1988,690985,7,Peru,Everest Re,16392.63,Mensual,7.6
3169,Vitalicio,,Female,01/01/2021,19/05/1950,521506,2,Uruguay,Partner Re,12444.75,Mensual,17.2
3170,Temporal,5,Male,06/12/2022,02/05/1961,15727,10,Chile,SCOR,15423.36,Trimestral,11.5
3171,Vitalicio,,Male,14/03/2022,26/08/1962,208413,3,Ecuador,Munich Re,12442.56,Trimestral,7.8
3172,Vitalicio,,Male,07/10/2021,08/07/1988,270594,9,Peru,Munich Re,3177.56,Anual,23.9
3173,Temporal,4,Female,26/04/2020,25/07/1955,328118,5,Brasil,Hannover Re,48651.11,Semestral,24.5
3174,Vitalicio,,Female,31/08/2022,03/03/1974,686066,3,Colombia,Munich Re,31836.73,Anual,11
3175,Vitalicio,,Female,06/10/2024,02/10/1954,30440,4,Uruguay,Hannover Re,9811.89,Trimestral,20.1
3176,Temporal,5,Female,09/12/2022,13/07/1981,180650,7,Chile,Swiss Re,30250.06,Semestral,8.3
3177,Temporal,5,Female,06/12/2020,25/05/1978,942816,7,Uruguay,Hannover Re,16114.87,Semestral,11.1
3178,Vitalicio,,Male,03/02/2021,04/03/1983,69315,5,Argentina,Lloyds,43593.11,Anual,16.9
3179,Temporal,4,Male,20/07/2020,28/09/1979,846677,7,Colombia,Hannover Re,27054.1,Trimestral,20.1
3180,Temporal,3,Female,24/07/2024,29/09/1959,208174,8,Mexico,SCOR,27744.14,Semestral,16.2
3181,Temporal,2,Female,20/03/2021,29/09/1970,542658,3,Brasil,Hannover Re,33366.49,Semestral,13.1
3182,Vitalicio,,Male,26/08/2024,03/11/1975,236996,4,Mexico,Everest Re,46047.12,Trimestral,11
3183,Vitalicio,,Male,18/08/2020,15/10/1972,180417,8,Argentina,Swiss Re,49963.93,Anual,13
3184,Temporal,2,Male,28/01/2022,19/01/1953,654251,7,Ecuador,Swiss Re,27997.03,Semestral,24.8
3185,Vitalicio,,Male,20/11/2023,25/12/1971,727008,8,Uruguay,Everest Re,26213.12,Semestral,19.1
3186,Vitalicio,,Male,25/07/2020,20/05/1967,901136,4,Brasil,Swiss Re,3697.6,Mensual,24.1
3187,Vitalicio,,Male,04/05/2022,11/09/1972,412908,1,Mexico,Everest Re,5716.13,Anual,12.3
3188,Temporal,2,Female,17/06/2021,05/06/1953,124084,8,Chile,Berkshire Re,47673.4,Mensual,11.4
3189,Vitalicio,,Male,12/12/2022,09/01/1959,259037,6,Mexico,Swiss Re,38449.97,Anual,20.8
3190,Temporal,5,Male,04/03/2022,12/07/1958,584417,8,Uruguay,Partner Re,20045.04,Semestral,9
3191,Vitalicio,,Male,19/04/2020,04/08/1990,454782,10,Uruguay,Everest Re,5618.9,Anual,11.1
3192,Temporal,5,Male,22/02/2024,03/05/1968,573007,4,Argentina,Everest Re,6381.11,Anual,16.6
3193,Vitalicio,,Male,27/03/2022,06/03/1979,871363,1,Argentina,Partner Re,36200.33,Trimestral,17.1
3194,Vitalicio,,Male,31/12/2022,18/07/1962,888022,6,Peru,Munich Re,49887.89,Anual,5.9
3195,Vitalicio,,Male,10/12/2020,31/01/1960,845604,2,Mexico,Munich Re,46669.06,Mensual,5.7
3196,Vitalicio,,Male,05/09/2024,18/02/1974,866206,9,Brasil,Berkshire Re,28552.2,Anual,24.8
3197,Vitalicio,,Female,12/12/2021,23/02/1972,405071,8,Mexico,Hannover Re,42656.58,Trimestral,9.4
3198,Vitalicio,,Female,07/12/2023,03/10/1980,38141,2,Colombia,Berkshire Re,39375.15,Semestral,11.9
3199,Temporal,2,Male,17/07/2022,18/04/1977,297139,3,Uruguay,Swiss Re,29691.21,Anual,23.3
3200,Temporal,4,Female,11/01/2021,06/06/1953,946178,3,Uruguay,Hannover Re,40326.13,Semestral,24.2
3201,Temporal,3,Male,17/11/2023,04/12/1974,885555,1,Brasil,Hannover Re,29094.04,Mensual,5.7
3202,Temporal,1,Female,01/05/2022,19/09/1963,328426,10,Peru,Lloyds,37182.63,Anual,20.2
3203,Temporal,3,Male,08/12/2021,08/10/1986,755785,3,Mexico,Lloyds,32410.71,Trimestral,18.7
3204,Vitalicio,,Female,23/11/2023,28/04/1969,280275,1,Ecuador,Lloyds,13809.23,Trimestral,21.4
3205,Vitalicio,,Male,17/01/2023,21/03/1965,74146,2,Peru,Hannover Re,15310.75,Semestral,5.4
3206,Temporal,1,Male,18/02/2020,15/04/1954,908236,4,Uruguay,Berkshire Re,29915.98,Anual,5.8
3207,Temporal,3,Male,01/07/2020,06/04/1989,553569,7,Brasil,SCOR,13516.09,Semestral,7.6
3208,Temporal,3,Female,09/09/2024,29/11/1971,969383,7,Colombia,Swiss Re,39303.84,Mensual,19.4
3209,Temporal,2,Female,20/02/2024,11/09/1962,33202,7,Argentina,Hannover Re,5443.02,Semestral,11.4
3210,Vitalicio,,Female,15/03/2023,17/06/1981,71774,5,Colombia,Swiss Re,26014.67,Trimestral,8.2
3211,Vitalicio,,Male,20/10/2023,23/05/1964,546171,6,Mexico,Berkshire Re,25959.98,Trimestral,14.3
3212,Vitalicio,,Male,28/03/2020,28/04/1981,701687,9,Chile,SCOR,1567.68,Anual,21.5
3213,Vitalicio,,Male,31/03/2024,02/04/1960,539742,10,Chile,Swiss Re,22852.98,Mensual,13.7
3214,Temporal,5,Male,27/03/2023,21/09/1980,229339,8,Chile,Hannover Re,32400.52,Anual,22.6
3215,Vitalicio,,Male,13/09/2023,02/09/1971,983651,8,Colombia,Berkshire Re,40065.51,Mensual,23.6
3216,Vitalicio,,Female,18/02/2021,24/05/1976,427171,3,Mexico,Partner Re,29662.01,Trimestral,13.1
3217,Vitalicio,,Female,24/05/2020,20/01/1987,917289,1,Mexico,Lloyds,43544.53,Anual,9
3218,Temporal,3,Female,06/12/2024,18/04/1953,331820,6,Mexico,Munich Re,20574.39,Trimestral,5.3
3219,Vitalicio,,Male,29/04/2024,10/07/1972,47323,3,Uruguay,Everest Re,1725.94,Anual,15.6
3220,Vitalicio,,Male,30/01/2024,13/11/1956,741318,2,Uruguay,Munich Re,3220.39,Trimestral,15.5
3221,Vitalicio,,Female,07/08/2023,25/07/1970,140528,3,Ecuador,Berkshire Re,13336.73,Anual,19.7
3222,Temporal,2,Male,29/06/2020,27/07/1988,959791,9,Colombia,Everest Re,32268.68,Trimestral,9.8
3223,Temporal,3,Male,15/07/2023,06/04/1950,872564,4,Ecuador,Partner Re,12777.12,Semestral,16
3224,Temporal,2,Female,09/04/2021,10/10/1965,967841,5,Ecuador,Everest Re,22842.15,Trimestral,23
3225,Vitalicio,,Female,19/07/2023,12/01/1971,246391,10,Ecuador,Everest Re,15155.16,Anual,10.8
3226,Temporal,3,Female,26/11/2021,24/12/1950,331283,10,Argentina,Swiss Re,3069.94,Mensual,22.1
3227,Vitalicio,,Female,30/10/2021,01/11/1963,820133,7,Ecuador,Berkshire Re,39076.4,Trimestral,16
3228,Vitalicio,,Male,26/12/2024,06/04/1958,795034,5,Ecuador,Swiss Re,26613.9,Mensual,16.1
3229,Vitalicio,,Male,14/04/2024,04/06/1987,760971,3,Uruguay,Berkshire Re,5504.43,Trimestral,20.3
3230,Temporal,4,Male,09/05/2023,24/07/1987,582281,1,Colombia,Hannover Re,7036.09,Semestral,20.8
3231,Temporal,4,Male,14/07/2020,24/07/1976,844789,7,Mexico,Berkshire Re,17091.25,Mensual,20.6
3232,Temporal,4,Female,19/08/2020,18/06/1979,845324,4,Mexico,Berkshire Re,29703.17,Semestral,16.6
3233,Vitalicio,,Female,16/01/2024,15/02/1987,893055,4,Chile,SCOR,16802.92,Anual,22.2
3234,Vitalicio,,Female,26/05/2023,16/03/1961,633393,8,Argentina,Lloyds,32556.52,Semestral,13
3235,Vitalicio,,Female,22/03/2021,27/10/1990,402422,9,Brasil,Partner Re,16536,Trimestral,10.3
3236,Vitalicio,,Male,06/04/2023,30/09/1953,178873,8,Peru,Hannover Re,30706.96,Mensual,23.3
3237,Temporal,1,Female,04/08/2020,11/12/1964,832274,7,Brasil,Partner Re,25272.52,Trimestral,9
